,tag_id,tag,learning_goal_id,learning_byte_id
7370,303,debroglie relationship,279,1080
7371,303,debroglie relationship,987,1080
7372,303,debroglie relationship,987,2158
7373,303,debroglie relationship,987,2159
7374,303,debroglie relationship,279,2174
7375,303,debroglie relationship,279,655
7376,303,debroglie relationship,1377,2212
7377,303,debroglie relationship,1377,2213
7378,303,debroglie relationship,279,2315
7379,304,momentum,1222,476
7380,304,momentum,1222,475
7381,304,momentum,1222,657
7382,304,momentum,535,730
7383,304,momentum,535,731
7384,304,momentum,535,732
7385,304,momentum,1306,961
7386,304,momentum,1306,962
7387,304,momentum,1222,1927
7388,304,momentum,281,2183
7389,304,momentum,281,2184
7390,304,momentum,1377,2212
7391,304,momentum,281,2309
7392,305,debroglie wavelength,1223,478
7393,305,debroglie wavelength,1223,477
7394,305,debroglie wavelength,1223,658
7395,305,debroglie wavelength,279,1080
7396,305,debroglie wavelength,1232,1751
7397,305,debroglie wavelength,1232,1750
7398,305,debroglie wavelength,372,520
7399,305,debroglie wavelength,987,1080
7400,305,debroglie wavelength,279,2174
7401,305,debroglie wavelength,279,655
7402,305,debroglie wavelength,1223,2180
7403,305,debroglie wavelength,1377,2212
7404,305,debroglie wavelength,1377,2213
7405,305,debroglie wavelength,1223,2307
7406,305,debroglie wavelength,279,2315
7407,306,speed,1223,478
7408,306,speed,1197,482
7409,306,speed,1223,477
7410,306,speed,1223,658
7411,306,speed,1251,745
7412,306,speed,1251,746
7413,306,speed,1251,747
7414,306,speed,1251,748
7415,306,speed,1251,749
7416,306,speed,1198,948
7417,306,speed,255,948
7418,306,speed,255,949
7419,306,speed,1197,949
7420,306,speed,1190,949
7421,306,speed,247,428
7422,306,speed,1200,949
7423,306,speed,1200,428
7424,306,speed,279,1080
7425,306,speed,27,1203
7426,306,speed,27,1204
7427,306,speed,540,1216
7428,306,speed,540,1217
7429,306,speed,540,1218
7430,306,speed,540,1219
7431,306,speed,540,1220
7432,306,speed,542,1224
7433,306,speed,542,1225
7434,306,speed,542,1226
7435,306,speed,545,1230
7436,306,speed,545,1231
7437,306,speed,1253,1236
7438,306,speed,1253,1237
7439,306,speed,545,59
7440,306,speed,545,60
7441,306,speed,1248,1114
7442,306,speed,1248,1115
7443,306,speed,1190,1966
7444,306,speed,255,1969
7445,306,speed,987,1080
7446,306,speed,372,530
7447,306,speed,1251,752
7448,306,speed,1388,2639
7449,306,speed,1388,735
7450,306,speed,1388,2641
7451,306,speed,1388,2645
7452,306,speed,1388,2646
7453,306,speed,1388,2647
7454,306,speed,1388,2656
7455,306,speed,1388,2655
7456,308,spectra,1217,484
7457,309,magnetic,293,489
7458,309,magnetic,323,573
7459,309,magnetic,323,574
7460,309,magnetic,293,490
7461,309,magnetic,293,637
7462,309,magnetic,323,5
7463,309,magnetic,330,1680
7464,309,magnetic,330,1681
7465,309,magnetic,330,1682
7466,309,magnetic,323,1694
7467,309,magnetic,323,1695
7468,309,magnetic,295,1718
7469,309,magnetic,295,1719
7470,309,magnetic,1372,2301
7471,309,magnetic,1372,2303
7472,309,magnetic,1372,2304
7473,310,principal,293,489
7474,310,principal,293,490
7475,310,principal,293,637
7476,310,principal,1372,2301
7477,310,principal,1372,2303
7478,310,principal,1372,2304
7479,312,level,271,518
7480,312,level,374,494
7481,312,level,1316,522
7482,313,Quantum number,324,505
7483,313,Quantum number,324,504
7484,313,Quantum number,324,643
7485,313,Quantum number,1316,502
7486,313,Quantum number,1316,503
7487,313,Quantum number,342,503
7488,313,Quantum number,323,5
7489,313,Quantum number,295,1716
7490,313,Quantum number,295,1718
7491,313,Quantum number,295,1717
7492,313,Quantum number,295,1719
7493,313,Quantum number,295,1720
7494,313,Quantum number,295,1721
7495,313,Quantum number,295,1722
7496,313,Quantum number,295,1723
7497,313,Quantum number,993,2033
7498,313,Quantum number,1235,495
7499,313,Quantum number,306,2196
7500,313,Quantum number,1373,2200
7501,313,Quantum number,1373,636
7502,313,Quantum number,1372,2199
7503,313,Quantum number,1372,495
7504,313,Quantum number,1373,2215
7505,313,Quantum number,1373,2216
7506,313,Quantum number,1373,2217
7507,313,Quantum number,1373,2218
7508,313,Quantum number,1373,2219
7509,313,Quantum number,1373,2221
7510,313,Quantum number,1373,2223
7511,313,Quantum number,1373,2222
7512,313,Quantum number,1373,2225
7513,313,Quantum number,1373,2227
7514,313,Quantum number,1373,2232
7515,313,Quantum number,1373,2233
7516,313,Quantum number,1373,2239
7517,313,Quantum number,1373,2240
7518,313,Quantum number,1373,639
7519,313,Quantum number,1373,2274
7520,313,Quantum number,1380,2285
7521,313,Quantum number,1380,2286
7522,313,Quantum number,1372,2195
7523,313,Quantum number,1373,2273
7524,313,Quantum number,1380,2284
7525,313,Quantum number,1373,2234
7526,313,Quantum number,1373,2228
7527,313,Quantum number,1373,2214
7528,313,Quantum number,1373,2230
7529,315,node,295,498
7530,315,node,295,634
7531,315,node,342,469
7532,315,node,342,470
7533,315,node,1235,641
7534,315,node,342,641
7535,315,node,293,1743
7536,315,node,293,1744
7537,315,node,1310,999
7538,315,node,1002,1983
7539,315,node,1002,2005
7540,315,node,1235,2135
7541,315,node,1235,2136
7542,315,node,1235,2137
7543,315,node,1235,2138
7544,315,node,1235,2139
7545,315,node,1235,2140
7546,315,node,1235,2141
7547,315,node,1235,2142
7548,315,node,295,2191
7549,315,node,295,2192
7550,315,node,306,2196
7551,315,node,1372,2195
7552,315,node,1385,2454
7553,315,node,1385,2455
7554,315,node,1385,2494
7555,316,ground state,332,587
7556,316,ground state,332,588
7557,316,ground state,332,685
7558,316,ground state,332,686
7559,316,ground state,348,683
7560,316,ground state,348,684
7561,316,ground state,1316,502
7562,316,ground state,1316,503
7563,316,ground state,342,503
7564,316,ground state,1316,503
7565,316,ground state,1232,432
7566,316,ground state,1232,430
7567,316,ground state,1321,1091
7568,316,ground state,1321,1092
7569,316,ground state,346,1096
7570,316,ground state,346,1097
7571,316,ground state,346,1098
7572,316,ground state,346,1099
7573,316,ground state,346,1102
7574,316,ground state,1232,1729
7575,316,ground state,1232,1730
7576,316,ground state,1232,1732
7577,316,ground state,1232,1735
7578,316,ground state,1232,1736
7579,316,ground state,1192,1762
7580,316,ground state,1192,1763
7581,316,ground state,1316,502
7582,316,ground state,372,520
7583,316,ground state,1316,636
7584,316,ground state,350,1101
7585,316,ground state,350,1100
7586,316,ground state,1373,2241
7587,316,ground state,1372,636
7588,316,ground state,1372,2200
7589,316,ground state,1372,2202
7590,317,excited electron,348,683
7591,317,excited electron,348,684
7592,317,excited electron,1316,502
7593,317,excited electron,1316,503
7594,317,excited electron,342,503
7595,317,excited electron,1316,503
7596,317,excited electron,1316,502
7597,317,excited electron,1316,636
7598,317,excited electron,543,53
7599,317,excited electron,1378,2231
7600,317,excited electron,1379,2236
7601,317,excited electron,1373,2241
7602,317,excited electron,1380,2247
7603,318,spin,324,505
7604,318,spin,323,510
7605,318,spin,324,504
7606,318,spin,324,643
7607,318,spin,323,5
7608,318,spin,323,1694
7609,318,spin,323,1695
7610,318,spin,325,1696
7611,318,spin,325,1697
7612,318,spin,1373,2200
7613,318,spin,1373,636
7614,318,spin,1373,2205
7615,318,spin,1373,2206
7616,318,spin,1373,2207
7617,318,spin,1373,2215
7618,318,spin,1373,2216
7619,318,spin,1373,2217
7620,318,spin,1373,2218
7621,318,spin,1373,2219
7622,318,spin,1373,2221
7623,318,spin,1373,2223
7624,318,spin,1373,2222
7625,318,spin,1373,2225
7626,318,spin,1373,2227
7627,318,spin,1373,2232
7628,318,spin,1373,2233
7629,318,spin,1373,2239
7630,318,spin,1372,2265
7631,318,spin,1372,2266
7632,318,spin,1373,2267
7633,318,spin,1373,2268
7634,318,spin,1373,2269
7635,318,spin,1373,2270
7636,318,spin,1373,2271
7637,318,spin,1373,2272
7638,318,spin,1372,2203
7639,318,spin,1372,2204
7640,318,spin,1373,2234
7641,318,spin,1373,2228
7642,318,spin,1373,2230
7643,319,magnetism,324,505
7644,319,magnetism,351,509
7645,319,magnetism,324,504
7646,319,magnetism,324,643
7647,319,magnetism,351,508
7648,319,magnetism,351,644
7649,319,magnetism,329,607
7650,319,magnetism,1373,2267
7651,319,magnetism,1373,2268
7652,319,magnetism,1373,2269
7653,320,pauli,332,507
7654,320,pauli,323,573
7655,320,pauli,323,574
7656,320,pauli,347,584
7657,320,pauli,347,585
7658,320,pauli,332,587
7659,320,pauli,332,588
7660,320,pauli,332,506
7661,320,pauli,332,633
7662,320,pauli,332,685
7663,320,pauli,332,686
7664,320,pauli,1320,1085
7665,320,pauli,1321,1085
7666,320,pauli,1320,1086
7667,320,pauli,1321,1087
7668,320,pauli,332,1240
7669,320,pauli,332,1241
7670,320,pauli,332,1242
7671,320,pauli,1226,582
7672,320,pauli,1226,583
7673,320,pauli,373,1090
7674,320,pauli,542,47
7675,320,pauli,542,48
7676,320,pauli,1385,2624
7677,321,exclusion,332,507
7678,321,exclusion,332,506
7679,321,exclusion,332,633
7680,321,exclusion,1320,1085
7681,321,exclusion,1321,1085
7682,321,exclusion,1320,1086
7683,321,exclusion,1321,1087
7684,321,exclusion,332,1240
7685,321,exclusion,332,1241
7686,321,exclusion,332,1242
7687,321,exclusion,542,47
7688,321,exclusion,542,48
7689,322,principle,332,507
7690,322,principle,332,506
7691,322,principle,332,633
7692,322,principle,295,497
7693,322,principle,332,1240
7694,322,principle,332,1241
7695,322,principle,332,1242
7696,323,configuration,351,509
7697,323,configuration,446,615
7698,323,configuration,351,508
7699,323,configuration,351,644
7700,323,configuration,446,616
7701,323,configuration,446,674
7702,323,configuration,1251,1282
7703,323,configuration,1251,1283
7704,323,configuration,1251,1284
7705,323,configuration,1251,1285
7706,323,configuration,1250,1289
7707,323,configuration,1250,1290
7708,323,configuration,786,1339
7709,323,configuration,786,1340
7710,323,configuration,786,1341
7711,323,configuration,786,1342
7712,323,configuration,545,60
7713,323,configuration,351,531
7714,324,flip,323,510
7715,325,diagram,323,510
7716,325,diagram,449,624
7717,325,diagram,592,1296
7718,325,diagram,592,1297
7719,326,energy level,1235,641
7720,326,energy level,342,641
7721,326,energy level,271,517
7722,326,energy level,271,642
7723,326,energy level,352,1687
7724,326,energy level,352,1688
7725,326,energy level,352,1689
7726,326,energy level,352,1690
7727,326,energy level,1192,1762
7728,326,energy level,1192,1763
7729,326,energy level,1197,1764
7730,326,energy level,1197,1765
7731,326,energy level,1197,1766
7732,326,energy level,1316,1706
7733,326,energy level,1316,1707
7734,326,energy level,1316,521
7735,326,energy level,1311,1985
7736,326,energy level,1311,2072
7737,326,energy level,1311,2073
7738,326,energy level,1311,2074
7739,326,energy level,274,511
7740,326,energy level,1311,2149
7741,326,energy level,1311,2154
7742,326,energy level,296,2194
7743,326,energy level,1378,2229
7744,326,energy level,1378,2231
7745,326,energy level,1373,639
7746,326,energy level,1373,2274
7747,326,energy level,1373,2277
7748,326,energy level,1373,2279
7749,326,energy level,1373,2298
7750,326,energy level,1372,2193
7751,326,energy level,1372,2305
7752,326,energy level,1311,1986
7753,326,energy level,1372,2203
7754,326,energy level,1373,2273
7755,326,energy level,1373,2276
7756,327,transition,1252,762
7757,327,transition,1252,763
7758,327,transition,1252,764
7759,327,transition,1316,502
7760,327,transition,298,515
7761,327,transition,296,639
7762,327,transition,274,511
7763,327,transition,1389,762
7764,328,paramagnetism,330,512
7765,328,paramagnetism,330,603
7766,328,paramagnetism,330,608
7767,328,paramagnetism,329,607
7768,328,paramagnetism,999,2007
7769,328,paramagnetism,999,2022
7770,328,paramagnetism,999,2023
7771,328,paramagnetism,999,2029
7772,328,paramagnetism,999,2035
7773,328,paramagnetism,999,2111
7774,328,paramagnetism,1373,2243
7775,328,paramagnetism,1373,2270
7776,328,paramagnetism,1373,2271
7777,328,paramagnetism,1373,2272
7778,328,paramagnetism,1385,2454
7779,328,paramagnetism,1385,2455
7780,328,paramagnetism,1385,2494
7781,328,paramagnetism,1385,2516
7782,328,paramagnetism,1385,2520
7783,328,paramagnetism,1385,2620
7784,329,electron configurations,353,513
7785,329,electron configurations,343,542
7786,329,electron configurations,374,543
7787,329,electron configurations,332,588
7788,329,electron configurations,374,544
7789,329,electron configurations,343,541
7790,329,electron configurations,343,651
7791,329,electron configurations,332,685
7792,329,electron configurations,332,686
7793,329,electron configurations,373,687
7794,329,electron configurations,373,688
7795,329,electron configurations,373,689
7796,329,electron configurations,373,690
7797,329,electron configurations,396,691
7798,329,electron configurations,374,647
7799,329,electron configurations,1321,1091
7800,329,electron configurations,1321,1092
7801,329,electron configurations,1374,2261
7802,329,electron configurations,1374,2260
7803,329,electron configurations,1380,2285
7804,329,electron configurations,1380,2286
7805,329,electron configurations,1380,2284
7806,329,electron configurations,1385,2511
7807,329,electron configurations,1385,2512
7808,329,electron configurations,1385,2513
7809,329,electron configurations,1385,2514
7810,330,mercury,267,519
7811,331,lamp,267,519
7812,334,Shielding,64,524
7813,334,Shielding,64,523
7814,334,Shielding,64,645
7815,334,Shielding,347,681
7816,334,Shielding,348,683
7817,334,Shielding,348,684
7818,334,Shielding,347,682
7819,334,Shielding,347,1704
7820,334,Shielding,347,1705
7821,334,Shielding,372,635
7822,334,Shielding,1374,2261
7823,334,Shielding,1374,2260
7824,334,Shielding,1380,2282
7825,334,Shielding,1380,2283
7826,334,Shielding,1380,2285
7827,334,Shielding,1380,2286
7828,334,Shielding,1380,2281
7829,334,Shielding,1380,2284
7830,336,ionization,373,547
7831,336,ionization,79,629
7832,336,ionization,372,1653
7833,336,ionization,372,1654
7834,336,ionization,372,1655
7835,336,ionization,372,520
7836,336,ionization,79,1948
7837,336,ionization,79,1949
7838,336,ionization,1373,2243
7839,336,ionization,1380,2290
7840,336,ionization,1373,2296
7841,336,ionization,1385,2493
7842,336,ionization,1403,2987
7843,336,ionization,1403,2988
7844,336,ionization,1403,2990
7845,336,ionization,1403,2992
7846,336,ionization,1403,2996
7847,336,ionization,1403,2997
7848,337,Atomic,373,528
7849,339,hydrogen,8,218
7850,339,hydrogen,1303,218
7851,339,hydrogen,73,422
7852,339,hydrogen,116,326
7853,339,hydrogen,83,374
7854,339,hydrogen,127,374
7855,339,hydrogen,126,327
7856,339,hydrogen,654,375
7857,339,hydrogen,116,532
7858,339,hydrogen,1296,955
7859,339,hydrogen,1296,956
7860,339,hydrogen,1296,343
7861,339,hydrogen,1296,344
7862,339,hydrogen,1316,1000
7863,339,hydrogen,271,518
7864,339,hydrogen,271,517
7865,339,hydrogen,1316,402
7866,339,hydrogen,271,642
7867,339,hydrogen,374,1095
7868,339,hydrogen,101,1698
7869,339,hydrogen,101,1699
7870,339,hydrogen,101,1700
7871,339,hydrogen,101,1701
7872,339,hydrogen,1226,582
7873,339,hydrogen,1226,583
7874,339,hydrogen,922,1915
7875,339,hydrogen,984,1925
7876,339,hydrogen,296,380
7877,339,hydrogen,306,2196
7878,339,hydrogen,1379,2236
7879,339,hydrogen,1380,2247
7880,339,hydrogen,1372,2195
7881,339,hydrogen,1407,3099
7882,339,hydrogen,1407,3098
7883,339,hydrogen,1407,3105
7884,339,hydrogen,1407,3106
7885,339,hydrogen,1407,3107
7886,339,hydrogen,1407,3108
7887,339,hydrogen,1407,3109
7888,339,hydrogen,1407,3110
7889,339,hydrogen,1407,3111
7890,339,hydrogen,1407,3112
7891,339,hydrogen,1407,3113
7892,340,oxygen,8,218
7893,340,oxygen,1303,218
7894,340,oxygen,73,422
7895,340,oxygen,116,326
7896,340,oxygen,80,400
7897,340,oxygen,74,400
7898,340,oxygen,83,374
7899,340,oxygen,127,374
7900,340,oxygen,126,409
7901,340,oxygen,126,327
7902,340,oxygen,654,375
7903,340,oxygen,116,532
7904,340,oxygen,1407,3099
7905,340,oxygen,1407,3098
7906,340,oxygen,1407,3105
7907,340,oxygen,1407,3106
7908,340,oxygen,1407,3107
7909,340,oxygen,1407,3108
7910,340,oxygen,1407,3109
7911,340,oxygen,1407,3110
7912,340,oxygen,1407,3111
7913,340,oxygen,1407,3112
7914,340,oxygen,1407,3113
7915,341,electron affinity,343,542
7916,341,electron affinity,372,555
7917,341,electron affinity,372,565
7918,341,electron affinity,375,536
7919,341,electron affinity,375,646
7920,341,electron affinity,343,541
7921,341,electron affinity,343,651
7922,341,electron affinity,372,556
7923,341,electron affinity,372,662
7924,341,electron affinity,375,662
7925,341,electron affinity,375,566
7926,341,electron affinity,385,366
7927,341,electron affinity,100,366
7928,341,electron affinity,372,535
7929,341,electron affinity,375,1657
7930,341,electron affinity,375,1656
7931,341,electron affinity,375,1658
7932,341,electron affinity,1374,2254
7933,341,electron affinity,1374,2255
7934,341,electron affinity,1374,2258
7935,341,electron affinity,1374,2259
7936,341,electron affinity,1374,2261
7937,341,electron affinity,1374,2260
7938,341,electron affinity,1374,2256
7939,341,electron affinity,1374,2278
7940,341,electron affinity,1374,2288
7941,341,electron affinity,1374,2299
7942,341,electron affinity,1381,2398
7943,341,electron affinity,1381,2399
7944,341,electron affinity,1381,2400
7945,341,electron affinity,1381,2404
7946,341,electron affinity,1381,2406
7947,341,electron affinity,1374,2518
7948,343,metal,175,539
7949,343,metal,175,650
7950,343,metal,1214,993
7951,343,metal,1214,994
7952,343,metal,372,537
7953,343,metal,1374,2299
7954,345,Alkaline,175,538
7955,345,Alkaline,175,539
7956,345,Alkaline,175,650
7957,346,atomic properties,343,542
7958,346,atomic properties,343,541
7959,346,atomic properties,343,651
7960,346,atomic properties,1,302
7961,346,atomic properties,7,302
7962,346,atomic properties,1301,302
7963,346,atomic properties,1301,974
7964,346,atomic properties,1301,975
7965,346,atomic properties,1299,1831
7966,346,atomic properties,1299,1832
7967,346,atomic properties,274,511
7968,346,atomic properties,1374,2258
7969,346,atomic properties,1374,2259
7970,346,atomic properties,1374,2288
7971,347,atomic radius,365,545
7972,347,atomic radius,365,546
7973,347,atomic radius,365,648
7974,347,atomic radius,1,302
7975,347,atomic radius,7,302
7976,347,atomic radius,1301,302
7977,347,atomic radius,1301,974
7978,347,atomic radius,1301,975
7979,347,atomic radius,1232,432
7980,347,atomic radius,1232,430
7981,347,atomic radius,1232,414
7982,347,atomic radius,365,1058
7983,347,atomic radius,1010,2025
7984,347,atomic radius,1016,2038
7985,347,atomic radius,1374,2292
7986,347,atomic radius,1374,2299
7987,348,trends,365,545
7988,348,trends,410,1043
7989,348,trends,409,1659
7990,348,trends,409,1660
7991,350,trend,373,547
7992,350,trend,365,546
7993,350,trend,365,648
7994,350,trend,410,549
7995,351,electronegativity,410,548
7996,351,electronegativity,409,550
7997,351,electronegativity,414,570
7998,351,electronegativity,410,549
7999,351,electronegativity,410,649
8000,351,electronegativity,410,1043
8001,351,electronegativity,410,1045
8002,351,electronegativity,414,1628
8003,351,electronegativity,414,1629
8004,351,electronegativity,409,1659
8005,351,electronegativity,409,1660
8006,351,electronegativity,1023,2024
8007,351,electronegativity,1023,2028
8008,351,electronegativity,1023,2037
8009,351,electronegativity,1023,2112
8010,351,electronegativity,1374,2242
8011,351,electronegativity,1374,2244
8012,351,electronegativity,1374,2245
8013,351,electronegativity,1374,2248
8014,351,electronegativity,1374,2246
8015,351,electronegativity,1374,2250
8016,351,electronegativity,1374,2262
8017,351,electronegativity,1374,2263
8018,351,electronegativity,1374,2294
8019,351,electronegativity,1374,2289
8020,351,electronegativity,1374,2299
8021,351,electronegativity,1383,2414
8022,351,electronegativity,1383,2415
8023,351,electronegativity,1383,2416
8024,351,electronegativity,1383,2417
8025,351,electronegativity,1381,2445
8026,351,electronegativity,1381,2437
8027,351,electronegativity,1384,2503
8028,351,electronegativity,1384,2504
8029,351,electronegativity,1404,3089
8030,351,electronegativity,1404,3090
8031,351,electronegativity,1404,3091
8032,351,electronegativity,1404,3092
8033,351,electronegativity,1404,3093
8034,351,electronegativity,1404,3094
8035,351,electronegativity,1404,3095
8036,352,bond,410,548
8037,352,bond,409,550
8038,352,bond,383,553
8039,352,bond,384,557
8040,352,bond,389,559
8041,352,bond,394,563
8042,352,bond,372,565
8043,352,bond,383,567
8044,352,bond,383,568
8045,352,bond,457,597
8046,352,bond,448,620
8047,352,bond,410,549
8048,352,bond,410,649
8049,352,bond,383,554
8050,352,bond,383,661
8051,352,bond,389,560
8052,352,bond,389,663
8053,352,bond,375,566
8054,352,bond,372,662
8055,352,bond,375,662
8056,352,bond,455,667
8057,352,bond,457,598
8058,352,bond,457,669
8059,352,bond,457,602
8060,352,bond,457,670
8061,352,bond,461,677
8062,352,bond,461,678
8063,352,bond,461,679
8064,352,bond,457,680
8065,352,bond,426,854
8066,352,bond,232,855
8067,352,bond,426,856
8068,352,bond,426,857
8069,352,bond,232,858
8070,352,bond,230,861
8071,352,bond,428,862
8072,352,bond,426,864
8073,352,bond,230,865
8074,352,bond,230,866
8075,352,bond,385,366
8076,352,bond,100,366
8077,352,bond,1307,983
8078,352,bond,1307,984
8079,352,bond,1254,1288
8080,352,bond,454,1565
8081,352,bond,454,1564
8082,352,bond,385,1632
8083,352,bond,385,1633
8084,352,bond,391,1643
8085,352,bond,391,1644
8086,352,bond,391,1645
8087,352,bond,384,1663
8088,352,bond,384,1664
8089,352,bond,384,1665
8090,352,bond,384,1666
8091,352,bond,1374,2294
8092,352,bond,1381,563
8093,352,bond,1381,2317
8094,352,bond,1381,2318
8095,352,bond,1381,2319
8096,352,bond,1381,2320
8097,352,bond,1381,2322
8098,352,bond,1381,2323
8099,352,bond,1381,2324
8100,352,bond,1381,2325
8101,352,bond,1381,2326
8102,352,bond,1385,595
8103,352,bond,1385,594
8104,352,bond,1385,593
8105,352,bond,1381,2327
8106,352,bond,1381,2328
8107,352,bond,1381,2329
8108,352,bond,1381,2330
8109,352,bond,1381,2331
8110,352,bond,1381,2332
8111,352,bond,1381,2333
8112,352,bond,1392,1642
8113,352,bond,1385,668
8114,352,bond,1381,2335
8115,352,bond,1385,667
8116,352,bond,1392,1804
8117,352,bond,1392,1805
8118,352,bond,1381,2337
8119,352,bond,1381,2336
8120,352,bond,1381,2338
8121,352,bond,1381,2339
8122,352,bond,1381,2340
8123,352,bond,1381,2341
8124,352,bond,1381,2342
8125,352,bond,1381,2343
8126,352,bond,1381,2345
8127,352,bond,1383,2346
8128,352,bond,1383,2348
8129,352,bond,1383,2351
8130,352,bond,1383,2352
8131,352,bond,1383,2350
8132,352,bond,1383,2353
8133,352,bond,1383,2354
8134,352,bond,1383,2355
8135,352,bond,1383,2356
8136,352,bond,1383,2357
8137,352,bond,1383,2358
8138,352,bond,1383,2359
8139,352,bond,1383,2360
8140,352,bond,1383,2361
8141,352,bond,1383,2362
8142,352,bond,1383,2363
8143,352,bond,1383,2364
8144,352,bond,1383,2414
8145,352,bond,1383,2415
8146,352,bond,1383,2416
8147,352,bond,1383,2440
8148,352,bond,1381,2321
8149,352,bond,1381,2334
8150,352,bond,1381,2344
8151,352,bond,1383,2349
8152,352,bond,1386,2657
8153,352,bond,1383,2347
8154,352,bond,1392,855
8155,352,bond,1397,2789
8156,352,bond,1397,2792
8157,352,bond,1392,2795
8158,352,bond,1392,2796
8159,352,bond,1392,2797
8160,352,bond,1392,2798
8161,352,bond,1392,2799
8162,352,bond,1392,2800
8163,352,bond,1392,2801
8164,352,bond,1392,2802
8165,352,bond,1392,2804
8166,352,bond,1392,2814
8167,352,bond,1392,2815
8168,352,bond,1392,2803
8169,353,strength,409,550
8170,353,strength,1257,1261
8171,353,strength,1257,1262
8172,353,strength,1257,1263
8173,353,strength,1254,1288
8174,354,lewis structure,396,551
8175,354,lewis structure,395,564
8176,354,lewis structure,419,572
8177,354,lewis structure,406,577
8178,354,lewis structure,406,581
8179,354,lewis structure,396,552
8180,354,lewis structure,396,660
8181,354,lewis structure,406,578
8182,354,lewis structure,406,666
8183,354,lewis structure,392,1618
8184,354,lewis structure,392,1619
8185,354,lewis structure,404,1620
8186,354,lewis structure,404,1621
8187,354,lewis structure,392,1636
8188,354,lewis structure,392,1637
8189,354,lewis structure,406,1646
8190,354,lewis structure,406,1647
8191,354,lewis structure,1019,2084
8192,354,lewis structure,1381,2317
8193,354,lewis structure,1381,2318
8194,354,lewis structure,1381,2319
8195,354,lewis structure,1381,2320
8196,354,lewis structure,1381,2322
8197,354,lewis structure,1381,2323
8198,354,lewis structure,1381,2324
8199,354,lewis structure,1381,2325
8200,354,lewis structure,1381,2326
8201,354,lewis structure,1381,2327
8202,354,lewis structure,1381,2328
8203,354,lewis structure,1381,2329
8204,354,lewis structure,1381,2330
8205,354,lewis structure,1381,2331
8206,354,lewis structure,1381,2332
8207,354,lewis structure,1381,2333
8208,354,lewis structure,1381,2335
8209,354,lewis structure,1381,2337
8210,354,lewis structure,1381,2336
8211,354,lewis structure,1381,2338
8212,354,lewis structure,1381,2339
8213,354,lewis structure,1381,2340
8214,354,lewis structure,1381,2341
8215,354,lewis structure,1381,2342
8216,354,lewis structure,1381,2343
8217,354,lewis structure,1381,2345
8218,354,lewis structure,1383,2346
8219,354,lewis structure,1383,2348
8220,354,lewis structure,1383,2351
8221,354,lewis structure,1383,2352
8222,354,lewis structure,1383,2350
8223,354,lewis structure,1383,2353
8224,354,lewis structure,1383,2354
8225,354,lewis structure,1383,2355
8226,354,lewis structure,1383,2356
8227,354,lewis structure,1383,2357
8228,354,lewis structure,1383,2358
8229,354,lewis structure,1383,2359
8230,354,lewis structure,1383,2360
8231,354,lewis structure,1383,2361
8232,354,lewis structure,1383,2362
8233,354,lewis structure,1383,2363
8234,354,lewis structure,1383,2364
8235,354,lewis structure,1383,2418
8236,354,lewis structure,1383,2419
8237,354,lewis structure,1383,2420
8238,354,lewis structure,1383,2446
8239,354,lewis structure,1383,2447
8240,354,lewis structure,1383,2448
8241,354,lewis structure,1381,2435
8242,354,lewis structure,1381,2436
8243,354,lewis structure,1381,2437
8244,354,lewis structure,1383,2439
8245,354,lewis structure,1383,2440
8246,354,lewis structure,1383,2443
8247,354,lewis structure,1383,2444
8248,354,lewis structure,1383,2496
8249,354,lewis structure,1384,2500
8250,354,lewis structure,1381,2321
8251,354,lewis structure,1381,2334
8252,354,lewis structure,1381,2344
8253,354,lewis structure,1383,2349
8254,354,lewis structure,1385,2620
8255,354,lewis structure,1383,2347
8256,355,octet,396,551
8257,355,octet,403,561
8258,355,octet,403,562
8259,355,octet,403,664
8260,355,octet,396,691
8261,355,octet,1381,2391
8262,355,octet,1381,660
8263,355,octet,1381,2394
8264,355,octet,1381,2405
8265,355,octet,1381,2410
8266,355,octet,1381,2411
8267,355,octet,1381,2412
8268,355,octet,1381,2445
8269,355,octet,1381,2435
8270,355,octet,1381,2436
8271,355,octet,1381,2437
8272,356,rule,396,551
8273,356,rule,403,561
8274,356,rule,396,552
8275,356,rule,396,660
8276,356,rule,403,562
8277,356,rule,403,664
8278,357,electrons,403,561
8279,357,electrons,396,552
8280,357,electrons,396,660
8281,357,electrons,403,562
8282,357,electrons,403,664
8283,357,electrons,406,578
8284,357,electrons,406,666
8285,357,electrons,209,1417
8286,357,electrons,209,1418
8287,357,electrons,380,1683
8288,357,electrons,380,1684
8289,357,electrons,1296,1808
8290,357,electrons,1296,1809
8291,357,electrons,1296,1834
8292,357,electrons,1299,1830
8293,357,electrons,357,1042
8294,357,electrons,427,1642
8295,357,electrons,1381,1641
8296,357,electrons,1381,1634
8297,357,electrons,1392,1642
8298,357,electrons,1392,1640
8299,357,electrons,1392,1639
8300,357,electrons,1392,1638
8301,357,electrons,1381,1635
8302,357,electrons,1381,2435
8303,357,electrons,1381,2436
8304,357,electrons,1381,2437
8305,358,dot,394,563
8306,358,dot,396,552
8307,358,dot,396,660
8308,358,dot,1381,563
8309,360,transfer,383,553
8310,360,transfer,383,554
8311,360,transfer,383,661
8312,360,transfer,535,730
8313,360,transfer,535,731
8314,360,transfer,535,732
8315,360,transfer,214,835
8316,360,transfer,235,840
8317,360,transfer,214,844
